order_id,customer_id,customer_name,customer_email,product_id,product_name,category,brand,price,quantity,total_amount,discount_percent,order_date,shipping_address,city,state,country,payment_method,order_status,customer_age
ORD-1496,CUST-0139,Donald Garcia,donald.garcia@email.com,PROD-3425,Tennis Racket,Sports,Nike,230.85,4,923.4,25.0,2023-09-25,7930 Elm St,Indianapolis,IN,Germany,Debit Card,Pending,64
ORD-1339,CUST-0233,Paul Perez,paul.perez@email.com,PROD-5362,Hoodie,Clothing,Adidas,68.27,4,273.08,15.0,2023-12-20,3202 First St,San Antonio,TX,UK,PayPal,Cancelled,19
ORD-1999,CUST-0012,Anthony Wilson,anthony.wilson@email.com,PROD-1059,Dell Laptop,Electronics,Sony,1160.85,2,2321.7,10.0,2025-02-09,5341 Park Rd,Indianapolis,IN,Australia,Credit Card,Shipped,67
ORD-1165,CUST-0133,Angela Clark,angela.clark@email.com,PROD-4512,Python Programming,Books,,70.0,2,140.0,10.0,2025-03-20,,Columbus,OH,Germany,Credit Card,Cancelled,59
ORD-1029,CUST-0045,William Lewis,william.lewis@email.com,PROD-7210,Puzzle,Toys,Playmobil,40.28,4,161.12,5.0,2024-10-03,5676 Park Rd,San Antonio,TX,UK,Apple Pay,Pending,51
ORD-1517,CUST-0072,William Sanchez,william.sanchez@email.com,PROD-8926,Web Development,Books,O'Reilly,36.36,4,145.44,5.0,2025-01-01,5409 Second Ave,Indianapolis,IN,Germany,Apple Pay,Pending,71
ORD-1194,CUST-0223,Mark Clark,mark.clark@email.com,PROD-6435,Shampoo,Beauty,L'Oreal,13.38,1,13.38,,2024-02-04,3829 Park Rd,Seattle,WA,USA,Debit Card,Cancelled,43
ORD-1784,CUST-0294,Jennifer Lee,jennifer.lee@email.com,PROD-5857,Basketball,Sports,Spalding,252.48,5,1262.4,25.0,2025-04-14,4942 Oak Ave,Charlotte,NC,USA,Apple Pay,Pending,58
ORD-2117,CUST-0201,Jane Johnson,jane.johnson@email.com,PROD-8594,Tennis Racket,Sports,Nike,117.67,4,470.68,25.0,2024-04-16,9775 Oak Ave,Dallas,TX,UK,Credit Card,Pending,53
ORD-1170,CUST-0100,Matthew Brown,matthew.brown@email.com,PROD-3471,Dining Table,Home & Garden,Dyson,90.25,2,180.5,20.0,2024-09-02,3054 Main St,Phoenix,AZ,UK,Debit Card,Pending,29
ORD-1458,CUST-0005,Helen Brown,helen.brown@email.com,PROD-8872,Board Game,Toys,LEGO,78.37,4,313.48,10.0,2024-04-26,9005 Elm St,San Francisco,CA,Canada,Bank Transfer,Processing,70
ORD-1174,CUST-0193,Andrew Lee,andrew.lee@email.com,PROD-1786,Basketball,Sports,Nike,205.35,1,205.35,,2023-09-18,9066 Park Rd,Columbus,OH,Australia,Debit Card,Shipped,61
ORD-1519,CUST-0038,Daniel Harris,daniel.harris@email.com,PROD-8365,Face Cream,Beauty,Nivea,61.62,5,308.1,5.0,2024-02-05,3794 Oak Ave,San Francisco,CA,Australia,PayPal,Cancelled,69
ORD-1953,CUST-0099,Brenda Miller,brenda.miller@email.com,PROD-4316,iPad Air,Electronics,Logitech,1953.52,3,5860.56,0.0,2024-03-30,9917 Second Ave,Indianapolis,IN,Germany,Bank Transfer,Completed,19
ORD-2114,CUST-0296,Christopher Robinson,,PROD-2208,T-Shirt,Clothing,Adidas,151.87,3,455.61,,2024-06-08,197 Oak Ave,San Francisco,CA,Germany,Debit Card,Processing,39
ORD-1492,CUST-0143,Donald Martin,donald.martin@email.com,PROD-7910,LEGO Set,Toys,Playmobil,71.39,4,285.56,10.0,2023-12-11,8269 Main St,San Antonio,TX,USA,Bank Transfer,Cancelled,46
ORD-1074,CUST-0022,James Robinson,james.robinson@email.com,PROD-4132,Dining Table,Home & Garden,KitchenAid,160.9,1,160.9,10.0,2024-02-26,6653 Elm St,Houston,TX,UK,Debit Card,Cancelled,29
ORD-2028,CUST-0194,Kimberly Jones,kimberly.jones@email.com,PROD-8092,T-Shirt,Clothing,Zara,171.04,5,855.2,10.0,2023-11-06,2919 Main St,Jacksonville,FL,UK,Debit Card,Pending,59
ORD-1588,CUST-0002,Kimberly Clark,kimberly.clark@email.com,PROD-7851,Vacuum Cleaner,Home & Garden,IKEA,487.77,4,1951.08,0.0,2025-02-14,8347 Main St,San Diego,CA,Canada,Apple Pay,Processing,19
ORD-1235,CUST-0293,Mark Clark,mark.clark@email.com,PROD-5194,Dining Table,Home & Garden,West Elm,48.32,2,96.64,0.0,2023-06-05,1410 First St,San Antonio,TX,Australia,Credit Card,Pending,74
ORD-1215,CUST-0113,Lisa Thompson,lisa.thompson@email.com,PROD-1160,Web Development,Books,McGraw-Hill,59.06,3,177.18,0.0,2024-07-04,3024 First St,Austin,TX,USA,Bank Transfer,Pending,54
ORD-2195,CUST-0175,Melissa Anderson,melissa.anderson@email.com,PROD-9272,Perfume,Beauty,Nivea,50.07,2,100.14,5.0,2024-08-24,6722 Oak Ave,Chicago,IL,Australia,Bank Transfer,Cancelled,34
ORD-1133,CUST-0196,Steven Clark,steven.clark@email.com,PROD-9692,Hoodie,Clothing,Uniqlo,119.21,5,596.05,15.0,2024-05-16,7348 Oak Ave,San Antonio,TX,Canada,Credit Card,Completed,25
ORD-1802,CUST-0019,Donald Lee,donald.lee@email.com,PROD-7581,Data Science Handbook,Books,Pearson,41.33,4,165.32,25.0,2023-11-30,6333 Main St,New York,NY,Germany,Apple Pay,Completed,60
ORD-1757,CUST-0038,Sarah Perez,sarah.perez@email.com,PROD-4515,Tennis Racket,Sports,Adidas,81.17,1,81.17,,2023-06-03,9744 First St,Columbus,OH,USA,PayPal,Completed,33
ORD-1975,CUST-0184,Christopher Martinez,christopher.martinez@email.com,PROD-9870,Business Strategy,Books,Pearson,56.55,3,169.65,20.0,2023-07-15,419 Elm St,Indianapolis,IN,Australia,Credit Card,Processing,44
ORD-1186,CUST-0141,Christopher Hernandez,christopher.hernandez@email.com,PROD-9394,Vacuum Cleaner,Home & Garden,Cuisinart,166.98,5,834.9,25.0,2024-12-09,4860 Elm St,San Antonio,TX,Canada,Bank Transfer,Shipped,59
ORD-1042,CUST-0136,James Martin,james.martin@email.com,PROD-9743,Face Cream,Beauty,MAC,61.96,3,185.88,15.0,2024-11-27,,Los Angeles,CA,Germany,Bank Transfer,Shipped,45
ORD-1109,CUST-0141,Kimberly Martinez,,PROD-2579,Puzzle,Toys,Hasbro,57.19,2,114.38,20.0,2024-02-05,1394 Park Rd,Jacksonville,FL,UK,Debit Card,Cancelled,62
ORD-1880,CUST-0026,Michael Lee,michael.lee@email.com,PROD-1866,Lipstick,Beauty,Chanel,73.23,2,146.46,10.0,2024-09-15,9274 Second Ave,Philadelphia,PA,Germany,Bank Transfer,Pending,
ORD-1569,CUST-0097,William Lewis,william.lewis@email.com,PROD-9027,Machine Learning,Books,Wiley,34.86,3,104.58,25.0,2024-11-08,,Charlotte,NC,Canada,Apple Pay,Cancelled,54
ORD-2006,CUST-0078,Steven Johnson,,PROD-7785,Data Science Handbook,Books,Wiley,60.5,1,60.5,5.0,2024-07-15,,Seattle,WA,Germany,Bank Transfer,Cancelled,38
ORD-2033,CUST-0213,Jane Harris,jane.harris@email.com,PROD-6813,Perfume,Beauty,Nivea,105.09,5,525.45,0.0,2024-10-23,4767 Elm St,Dallas,TX,USA,Debit Card,Processing,41
ORD-2174,CUST-0020,Jane Hernandez,jane.hernandez@email.com,PROD-1774,Yoga Mat,Sports,Adidas,124.28,2,248.56,0.0,2025-04-01,3503 Park Rd,Los Angeles,CA,USA,Apple Pay,Pending,54
ORD-1484,CUST-0134,Paul Moore,paul.moore@email.com,PROD-8167,Data Science Handbook,Books,O'Reilly,10.81,5,54.05,20.0,2025-05-16,514 Elm St,Seattle,WA,USA,PayPal,Cancelled,67
ORD-1469,CUST-0162,Michael Martinez,,PROD-6153,Machine Learning,Books,Wiley,62.63,3,187.89,25.0,2025-04-12,8350 Main St,Houston,TX,UK,Apple Pay,Shipped,
ORD-1025,CUST-0274,John Robinson,john.robinson@email.com,PROD-3224,Running Shoes,Sports,Nike,262.72,2,525.44,,2024-06-14,5629 First St,Austin,TX,Canada,Bank Transfer,Cancelled,23
ORD-1683,CUST-0263,Steven Gonzalez,steven.gonzalez@email.com,PROD-4369,iPhone 14,Electronics,Sony,440.28,5,2201.4,10.0,2025-04-28,6013 First St,San Antonio,TX,Germany,Credit Card,Shipped,74
ORD-2161,CUST-0033,Daniel Smith,daniel.smith@email.com,PROD-2541,Jeans,Clothing,Nike,89.83,5,449.15,,2024-03-11,5012 Park Rd,Houston,TX,Canada,Debit Card,Cancelled,21
ORD-1778,CUST-0189,Jennifer Sanchez,jennifer.sanchez@email.com,PROD-3019,iPhone 14,Electronics,Dell,1748.14,5,8740.7,20.0,2024-03-17,7920 Park Rd,San Diego,CA,Canada,Credit Card,Processing,44
ORD-2031,CUST-0096,Ashley Ramirez,,PROD-9649,Perfume,Beauty,L'Oreal,68.19,2,136.38,0.0,2025-05-22,,Indianapolis,IN,Australia,Credit Card,Shipped,62
ORD-1367,CUST-0192,Jessica Martinez,jessica.martinez@email.com,PROD-7911,Action Figure,Toys,Hasbro,14.38,3,43.14,5.0,2023-11-26,5812 Main St,San Francisco,CA,USA,Credit Card,Cancelled,37
ORD-1870,CUST-0026,Donald Jackson,donald.jackson@email.com,PROD-2917,Jeans,Clothing,Adidas,17.76,2,35.52,0.0,2023-06-08,7210 First St,Chicago,IL,Germany,Credit Card,Completed,50
ORD-2120,CUST-0216,Andrew Robinson,andrew.robinson@email.com,PROD-2031,Jeans,Clothing,Zara,82.7,3,248.1,,2024-06-09,,San Antonio,TX,USA,PayPal,Completed,69
ORD-1384,CUST-0233,Matthew Hernandez,matthew.hernandez@email.com,PROD-2107,iPhone 14,Electronics,Apple,1206.13,2,2412.26,5.0,2025-03-05,7987 Elm St,Indianapolis,IN,UK,Apple Pay,Cancelled,26
ORD-1455,CUST-0030,Mark Clark,,PROD-1257,Data Science Handbook,Books,McGraw-Hill,47.62,5,238.1,,2025-04-26,9125 Oak Ave,Fort Worth,TX,UK,Debit Card,Shipped,31
ORD-1265,CUST-0257,David Miller,david.miller@email.com,PROD-3348,Dining Table,Home & Garden,Dyson,390.5,1,390.5,20.0,2025-04-14,7626 First St,Phoenix,AZ,Canada,Apple Pay,Completed,
ORD-1786,CUST-0012,Kimberly Thomas,kimberly.thomas@email.com,PROD-1501,Face Cream,Beauty,Chanel,99.15,2,198.3,10.0,2024-12-18,5437 Elm St,San Diego,CA,Germany,Apple Pay,Pending,75
ORD-2016,CUST-0047,Sarah Rodriguez,sarah.rodriguez@email.com,PROD-2513,LEGO Set,Toys,LEGO,44.6,2,89.2,5.0,2025-04-23,9635 Elm St,San Francisco,CA,Canada,Apple Pay,Processing,65
ORD-1445,CUST-0102,Michelle Perez,michelle.perez@email.com,PROD-3088,Dell Laptop,Electronics,Sony,683.53,4,2734.12,25.0,2024-06-24,446 Oak Ave,Phoenix,AZ,USA,PayPal,Pending,67
ORD-1396,CUST-0296,Anna Jones,anna.jones@email.com,PROD-6811,Face Cream,Beauty,Chanel,56.25,4,225.0,15.0,2025-04-29,480 Second Ave,Seattle,WA,UK,Credit Card,Shipped,39
ORD-2121,CUST-0217,Jane Lopez,jane.lopez@email.com,PROD-5189,Running Shoes,Sports,Wilson,104.62,2,209.24,10.0,2024-04-01,6250 Park Rd,Charlotte,NC,Germany,Bank Transfer,Shipped,
ORD-1177,CUST-0052,Andrew Rodriguez,andrew.rodriguez@email.com,PROD-2636,Bed Sheets,Home & Garden,Dyson,411.26,1,411.26,10.0,2025-04-15,1656 Main St,Austin,TX,Australia,Credit Card,Shipped,28
ORD-1019,CUST-0224,John Taylor,john.taylor@email.com,PROD-6410,Yoga Mat,Sports,Wilson,194.48,1,194.48,10.0,2024-10-23,4944 Second Ave,San Jose,CA,Australia,PayPal,Shipped,42
ORD-2063,CUST-0273,Andrew Rodriguez,andrew.rodriguez@email.com,PROD-2735,Sneakers,Clothing,Nike,26.62,2,53.24,10.0,2023-06-02,2386 Main St,Austin,TX,USA,Apple Pay,Completed,60
ORD-1844,CUST-0215,Michelle Hernandez,michelle.hernandez@email.com,PROD-4096,Gaming Mouse,Electronics,Asus,791.49,1,791.49,15.0,2023-08-24,8286 Elm St,Chicago,IL,Canada,Apple Pay,Pending,56
ORD-1596,CUST-0062,Mark Miller,mark.miller@email.com,PROD-9588,Dining Table,Home & Garden,IKEA,451.61,2,903.22,0.0,2024-07-04,4547 Second Ave,Houston,TX,UK,Apple Pay,Processing,69
ORD-1062,CUST-0253,Daniel Harris,daniel.harris@email.com,PROD-6296,Tennis Racket,Sports,Under Armour,261.99,3,785.97,0.0,2024-09-14,9789 Main St,Charlotte,NC,UK,Bank Transfer,Processing,
ORD-1273,CUST-0163,Jessica Jackson,jessica.jackson@email.com,PROD-6641,Lipstick,Beauty,Chanel,148.62,5,743.1,,2024-10-26,1122 Park Rd,Fort Worth,TX,Canada,Apple Pay,Completed,
ORD-2145,CUST-0268,Angela Garcia,angela.garcia@email.com,PROD-6243,Basketball,Sports,Adidas,240.28,5,1201.4,25.0,2024-10-30,2707 Oak Ave,Dallas,TX,USA,PayPal,Shipped,45
ORD-1279,CUST-0249,Michael Jones,michael.jones@email.com,PROD-5604,Board Game,Toys,Mattel,34.77,3,104.31,,2023-09-14,7417 Park Rd,Philadelphia,PA,Germany,PayPal,Pending,33
ORD-2025,CUST-0046,James Davis,,PROD-3440,Vacuum Cleaner,Home & Garden,Dyson,148.25,3,444.75,15.0,2023-08-16,2773 Park Rd,San Francisco,CA,Australia,Credit Card,Shipped,60
ORD-1695,CUST-0126,Angela Clark,angela.clark@email.com,PROD-4955,Dell Laptop,Electronics,Sony,1227.04,4,4908.16,,2024-04-04,6827 Main St,Seattle,WA,Australia,Credit Card,Shipped,61
ORD-1369,CUST-0227,Angela Rodriguez,angela.rodriguez@email.com,PROD-6061,Action Figure,Toys,LEGO,60.49,1,60.49,0.0,2023-12-06,9442 Second Ave,Seattle,WA,Germany,PayPal,Cancelled,19
ORD-1919,CUST-0183,Paul Jones,paul.jones@email.com,PROD-7021,Running Shoes,Sports,Nike,111.14,5,555.7,0.0,2023-06-29,3019 Elm St,New York,NY,Canada,PayPal,Completed,38
ORD-1849,CUST-0012,Jennifer Clark,jennifer.clark@email.com,PROD-2851,Python Programming,Books,Pearson,51.05,2,102.1,20.0,2025-03-08,1868 Oak Ave,Philadelphia,PA,Canada,PayPal,Cancelled,75
ORD-1891,CUST-0094,Brenda Lewis,brenda.lewis@email.com,PROD-6568,Toy Car,Toys,Mattel,12.88,3,38.64,,2024-10-08,2215 First St,Houston,TX,Australia,Apple Pay,Processing,
ORD-2005,CUST-0110,Emily Wilson,emily.wilson@email.com,PROD-6005,Basketball,Sports,,127.12,4,508.48,,2024-06-16,2546 Second Ave,San Antonio,TX,USA,Debit Card,Cancelled,28
ORD-1799,CUST-0088,Emily Davis,emily.davis@email.com,PROD-6998,Data Science Handbook,Books,O'Reilly,11.04,3,33.12,15.0,2023-09-07,1293 Second Ave,Dallas,TX,Australia,PayPal,Completed,26
ORD-1548,CUST-0148,Melissa Anderson,melissa.anderson@email.com,PROD-6225,Perfume,Beauty,L'Oreal,101.81,3,305.43,25.0,2023-10-01,3947 Main St,San Francisco,CA,Australia,Bank Transfer,Pending,74
ORD-1912,CUST-0104,Paul Johnson,paul.johnson@email.com,PROD-6994,T-Shirt,Clothing,Nike,171.94,5,859.7,0.0,2024-06-08,6496 Elm St,Dallas,TX,UK,Apple Pay,Pending,68
ORD-1689,CUST-0209,Emily Jackson,emily.jackson@email.com,PROD-9103,Bed Sheets,Home & Garden,Dyson,345.96,4,1383.84,15.0,2023-08-19,5976 Elm St,Dallas,TX,Canada,Debit Card,Cancelled,73
ORD-1933,CUST-0288,Daniel Gonzalez,daniel.gonzalez@email.com,PROD-8338,Tennis Racket,Sports,Spalding,186.06,3,558.18,0.0,2024-07-25,7089 Elm St,San Antonio,TX,Australia,Credit Card,Pending,20
ORD-1457,CUST-0036,David Williams,david.williams@email.com,PROD-3250,Kitchen Knife Set,Home & Garden,IKEA,370.21,1,370.21,15.0,2024-06-19,816 Oak Ave,New York,NY,USA,PayPal,Completed,58
ORD-1394,CUST-0103,James Miller,james.miller@email.com,PROD-3259,Machine Learning,Books,McGraw-Hill,79.89,5,399.45,0.0,2024-03-24,6716 First St,San Jose,CA,UK,Apple Pay,Completed,50
ORD-1676,CUST-0275,Robert Clark,robert.clark@email.com,PROD-1993,Dress,Clothing,Levi's,151.07,2,302.14,20.0,2024-03-07,278 Park Rd,San Diego,CA,Australia,Bank Transfer,Shipped,19
ORD-1945,CUST-0079,Jennifer Sanchez,jennifer.sanchez@email.com,PROD-2767,T-Shirt,Clothing,Adidas,54.87,1,54.87,5.0,2023-12-11,1209 Elm St,Dallas,TX,Australia,Credit Card,Cancelled,41
ORD-2000,CUST-0233,David Ramirez,david.ramirez@email.com,PROD-7961,Bed Sheets,Home & Garden,,407.87,5,2039.35,0.0,2024-06-18,3512 Second Ave,Dallas,TX,USA,Apple Pay,Processing,50
ORD-1376,CUST-0069,Mark Robinson,,PROD-7770,Coffee Maker,Home & Garden,IKEA,289.0,4,1156.0,20.0,2023-08-14,,Chicago,IL,Germany,Debit Card,Completed,70
ORD-1413,CUST-0247,Michael Hernandez,michael.hernandez@email.com,PROD-1069,Vacuum Cleaner,Home & Garden,Cuisinart,31.1,5,155.5,10.0,2024-10-07,6213 First St,Fort Worth,TX,Australia,Debit Card,Pending,55
ORD-1075,CUST-0255,Amanda Robinson,amanda.robinson@email.com,PROD-3957,Python Programming,Books,,48.18,3,144.54,,2024-04-22,7081 Oak Ave,San Jose,CA,UK,Debit Card,Pending,64
ORD-2141,CUST-0277,Jennifer White,jennifer.white@email.com,PROD-2134,Sony Headphones,Electronics,Asus,464.55,5,2322.75,,2024-08-08,8042 Second Ave,Chicago,IL,Germany,Debit Card,Shipped,39
ORD-1894,CUST-0291,James Jones,,PROD-8978,Coffee Maker,Home & Garden,,295.46,5,1477.3,,2023-06-11,9070 Main St,Fort Worth,TX,Germany,Credit Card,Processing,46
ORD-1501,CUST-0222,Sarah Perez,,PROD-1585,T-Shirt,Clothing,Adidas,121.42,2,242.84,,2023-09-03,6728 First St,Dallas,TX,Canada,Debit Card,Completed,70
ORD-1938,CUST-0245,Angela Robinson,angela.robinson@email.com,PROD-5418,Basketball,Sports,Under Armour,47.93,2,95.86,,2023-05-31,,Charlotte,NC,Canada,PayPal,Completed,66
ORD-1617,CUST-0238,Melissa Ramirez,melissa.ramirez@email.com,PROD-1012,Vacuum Cleaner,Home & Garden,West Elm,172.93,4,691.72,10.0,2023-10-01,1679 First St,Austin,TX,Germany,Debit Card,Processing,32
ORD-1115,CUST-0287,Andrew Davis,andrew.davis@email.com,PROD-5406,Hoodie,Clothing,H&M,70.71,4,282.84,,2023-11-10,8033 Main St,Columbus,OH,UK,Bank Transfer,Pending,64
ORD-1418,CUST-0109,Emily Miller,emily.miller@email.com,PROD-7698,Shorts,Clothing,Gap,96.54,5,482.7,,2025-03-04,6288 Main St,Philadelphia,PA,USA,Bank Transfer,Completed,55
ORD-1602,CUST-0081,James Taylor,james.taylor@email.com,PROD-5414,Sunscreen,Beauty,Chanel,40.48,3,121.44,10.0,2024-06-05,5898 Elm St,Phoenix,AZ,UK,Bank Transfer,Cancelled,54
ORD-1605,CUST-0031,Sarah Johnson,sarah.johnson@email.com,PROD-5657,Business Strategy,Books,McGraw-Hill,17.77,2,35.54,0.0,2024-04-19,9763 Park Rd,Columbus,OH,Canada,Apple Pay,Shipped,46
ORD-1090,CUST-0136,Jennifer Thomas,jennifer.thomas@email.com,PROD-5877,Sneakers,Clothing,Levi's,157.67,2,315.34,15.0,2024-04-11,4580 Park Rd,San Francisco,CA,UK,Credit Card,Processing,42
ORD-2168,CUST-0118,Anthony Smith,anthony.smith@email.com,PROD-6918,Action Figure,Toys,,34.84,1,34.84,15.0,2024-03-17,1975 Park Rd,San Antonio,TX,Canada,Apple Pay,Cancelled,47
ORD-1499,CUST-0217,Emily Perez,emily.perez@email.com,PROD-2756,Toy Car,Toys,LEGO,77.05,2,154.1,,2024-09-05,,Philadelphia,PA,UK,Apple Pay,Cancelled,25
ORD-1908,CUST-0214,Paul Robinson,paul.robinson@email.com,PROD-7456,LEGO Set,Toys,Fisher-Price,93.69,1,93.69,15.0,2024-05-27,4801 Park Rd,Jacksonville,FL,USA,Bank Transfer,Completed,45
ORD-1915,CUST-0123,John Anderson,john.anderson@email.com,PROD-2945,Data Science Handbook,Books,Pearson,28.6,4,114.4,,2024-03-10,9660 Oak Ave,Los Angeles,CA,UK,PayPal,Shipped,70
ORD-1913,CUST-0138,Angela Harris,angela.harris@email.com,PROD-4931,Lipstick,Beauty,Nivea,70.0,5,350.0,10.0,2024-06-28,6363 Main St,Fort Worth,TX,Germany,Debit Card,Shipped,26
ORD-1012,CUST-0030,Anthony White,anthony.white@email.com,PROD-8812,Lipstick,Beauty,,79.4,5,397.0,20.0,2023-08-13,3953 First St,Philadelphia,PA,USA,Credit Card,Processing,56
ORD-1397,CUST-0294,Anna Gonzalez,anna.gonzalez@email.com,PROD-4086,Jacket,Clothing,Nike,102.83,3,308.49,15.0,2025-03-07,9158 Oak Ave,San Jose,CA,USA,Credit Card,Processing,29
ORD-2123,CUST-0121,Robert Lewis,robert.lewis@email.com,PROD-8537,Tennis Racket,Sports,Wilson,130.88,1,130.88,15.0,2023-07-12,7935 First St,Philadelphia,PA,Canada,Credit Card,Processing,72
ORD-1556,CUST-0290,Jennifer Wilson,jennifer.wilson@email.com,PROD-9939,Data Science Handbook,Books,No Starch Press,44.99,2,89.98,25.0,2024-09-28,1434 Main St,Indianapolis,IN,Germany,Debit Card,Completed,66
ORD-1043,CUST-0052,Daniel Garcia,daniel.garcia@email.com,PROD-5807,iPhone 14,Electronics,Dell,749.0,4,2996.0,,2024-11-16,3050 Oak Ave,Columbus,OH,Germany,PayPal,Completed,42
ORD-1168,CUST-0019,Anthony Thompson,anthony.thompson@email.com,PROD-4644,Action Figure,Toys,Mattel,71.77,4,287.08,25.0,2024-05-24,9246 Oak Ave,Indianapolis,IN,UK,Bank Transfer,Completed,65
ORD-1417,CUST-0004,Emily Clark,emily.clark@email.com,PROD-9601,iPhone 14,Electronics,Asus,862.84,3,2588.52,5.0,2023-11-19,3344 First St,Jacksonville,FL,Canada,PayPal,Processing,46
ORD-1577,CUST-0247,Jane Rodriguez,jane.rodriguez@email.com,PROD-9477,Vacuum Cleaner,Home & Garden,Cuisinart,421.26,4,1685.04,10.0,2025-04-24,300 Oak Ave,Houston,TX,Australia,Bank Transfer,Shipped,42
ORD-1268,CUST-0026,Sarah Gonzalez,sarah.gonzalez@email.com,PROD-8305,Kitchen Knife Set,Home & Garden,Cuisinart,317.75,3,953.25,5.0,2025-05-22,7729 Second Ave,Seattle,WA,USA,PayPal,Completed,62
ORD-2061,CUST-0143,Emily Williams,emily.williams@email.com,PROD-5395,Vacuum Cleaner,Home & Garden,West Elm,329.44,5,1647.2,15.0,2024-05-07,6580 First St,Houston,TX,Germany,Credit Card,Shipped,
ORD-1427,CUST-0294,Michelle Lee,michelle.lee@email.com,PROD-6459,Bed Sheets,Home & Garden,,97.53,2,195.06,5.0,2025-05-09,6519 Park Rd,Los Angeles,CA,Canada,PayPal,Completed,39
ORD-1691,CUST-0282,Lisa Garcia,lisa.garcia@email.com,PROD-7117,Lipstick,Beauty,Chanel,85.88,4,343.52,15.0,2024-01-02,1843 Oak Ave,Jacksonville,FL,Australia,Debit Card,Shipped,75
ORD-1545,CUST-0039,James Garcia,james.garcia@email.com,PROD-2214,Web Development,Books,No Starch Press,59.48,3,178.44,0.0,2024-08-08,9245 Elm St,Houston,TX,Germany,Credit Card,Completed,55
ORD-2142,CUST-0285,William Brown,william.brown@email.com,PROD-5896,Dining Table,Home & Garden,Dyson,175.94,1,175.94,10.0,2024-06-12,332 Second Ave,San Francisco,CA,UK,Bank Transfer,Cancelled,32
ORD-1675,CUST-0137,Michael Anderson,michael.anderson@email.com,PROD-3345,Shorts,Clothing,Gap,82.3,1,82.3,5.0,2025-03-01,8006 Second Ave,New York,NY,UK,PayPal,Pending,49
ORD-1690,CUST-0022,James Taylor,james.taylor@email.com,PROD-3613,Shampoo,Beauty,Neutrogena,128.86,5,644.3,,2023-12-19,1933 Second Ave,Fort Worth,TX,USA,Apple Pay,Completed,54
ORD-2074,CUST-0024,Paul Rodriguez,paul.rodriguez@email.com,PROD-6574,LEGO Set,Toys,Fisher-Price,19.01,5,95.05,0.0,2024-10-10,3094 Main St,San Antonio,TX,Canada,PayPal,Pending,46
ORD-2196,CUST-0005,Michelle Smith,michelle.smith@email.com,PROD-5497,MacBook Pro,Electronics,Asus,266.9,2,533.8,,2024-06-13,4370 Main St,Indianapolis,IN,Australia,Apple Pay,Cancelled,24
ORD-2019,CUST-0010,Robert Lee,robert.lee@email.com,PROD-6308,LEGO Set,Toys,LEGO,78.64,3,235.92,0.0,2024-08-22,9885 Park Rd,Austin,TX,Australia,Bank Transfer,Processing,35
ORD-1972,CUST-0136,Jessica Hernandez,,PROD-1163,Yoga Mat,Sports,Under Armour,111.47,2,222.94,,2023-06-24,7615 Main St,Philadelphia,PA,Australia,Debit Card,Cancelled,56
ORD-1258,CUST-0076,Jane Lee,jane.lee@email.com,PROD-5890,Shorts,Clothing,Nike,76.26,1,76.26,,2024-07-22,9847 Second Ave,Philadelphia,PA,Canada,Apple Pay,Shipped,65
ORD-1336,CUST-0052,Paul Garcia,paul.garcia@email.com,PROD-9974,Running Shoes,Sports,Wilson,226.58,4,906.32,0.0,2025-03-09,2329 Main St,Philadelphia,PA,Australia,Debit Card,Shipped,38
ORD-1016,CUST-0077,Kimberly Johnson,kimberly.johnson@email.com,PROD-1686,Basketball,Sports,Adidas,106.31,1,106.31,5.0,2025-04-20,9273 First St,San Diego,CA,USA,Apple Pay,Shipped,33
ORD-1935,CUST-0106,Jane Thompson,jane.thompson@email.com,PROD-2805,Coffee Maker,Home & Garden,Cuisinart,101.72,2,203.44,25.0,2023-12-20,1383 Park Rd,Columbus,OH,UK,Apple Pay,Pending,57
ORD-1325,CUST-0181,Steven Martinez,steven.martinez@email.com,PROD-7004,Sony Headphones,Electronics,Apple,730.31,5,3651.55,,2025-02-21,5754 Park Rd,Austin,TX,Australia,Debit Card,Pending,
ORD-1608,CUST-0168,Helen Moore,helen.moore@email.com,PROD-2510,Dumbbell Set,Sports,Nike,292.78,1,292.78,20.0,2023-08-20,3227 Main St,Charlotte,NC,Germany,Debit Card,Pending,74
ORD-2073,CUST-0154,David Miller,david.miller@email.com,PROD-5714,Bed Sheets,Home & Garden,Dyson,80.24,2,160.48,15.0,2024-09-15,6984 Main St,Fort Worth,TX,Germany,Debit Card,Shipped,56
ORD-1817,CUST-0091,Helen Garcia,helen.garcia@email.com,PROD-6951,Kitchen Knife Set,Home & Garden,Dyson,291.97,3,875.91,15.0,2023-10-28,1578 Second Ave,Los Angeles,CA,UK,Debit Card,Cancelled,53
ORD-1223,CUST-0041,Robert Garcia,robert.garcia@email.com,PROD-1432,iPhone 14,Electronics,Sony,1553.32,5,7766.6,0.0,2023-09-06,6487 Park Rd,Dallas,TX,Germany,PayPal,Shipped,46
ORD-1180,CUST-0269,Steven White,steven.white@email.com,PROD-2561,Yoga Mat,Sports,Wilson,141.2,2,282.4,25.0,2025-04-14,9247 Second Ave,Fort Worth,TX,Canada,Credit Card,Completed,28
ORD-1100,CUST-0194,Christopher Williams,christopher.williams@email.com,PROD-6698,Sunscreen,Beauty,Nivea,24.85,5,124.25,5.0,2024-01-06,7685 Elm St,New York,NY,USA,Apple Pay,Cancelled,70
